name,description,country,num_servings,total_time_minutes,user_ratings.score,user_ratings.count_positive,user_ratings.count_negative,nutrition.calories,nutrition.protein,nutrition.fat,nutrition.carbohydrates
French Pepper Steak (Steak Au Poivre),A classic French dish featuring tender and juicy steak coated in a peppery crust and served with a creamy brandy sauce.,US,2,30,0.9517509727626459,1223,62,1012.0,42.0,88.0,3.0
One-Pan Garlic Butter Salmon,"Experience the magic of a one-pan wonder with this scrumptious Garlic Butter Salmon recipe. Perfectly cooked salmon fillets are nestled in a heavenly garlic butter sauce, making for a quick and easy weeknight meal that's sure to impress!",ZZ,4,28,0.9745166959578208,1109,29,402.0,15.0,31.0,18.0
Cloud Eggs,"Impress your brunch guests with these light and fluffy Cloud Eggs! With their pillowy texture and delicious flavor, these eggs are sure to please.",GB,2,23,0.855166802278275,1051,178,73.0,6.0,4.0,0.0
One-Pan Honey Garlic Salmon & Asparagus,"This easy and delicious one-pan meal features flaky salmon, tender asparagus, and a sweet and savory honey garlic sauce that's a perfect complement to the flavors of the dish.",US,4,25,0.9559352517985612,1063,49,150.0,10.0,8.0,8.0
Chicken Fried Rice,"Add an irresistible twist to your mealtime repertoire with a heaping helping of this delectable fried rice. Revel in the harmonious union of tender chicken and an array of vibrant veggies, all mingling together in a sizzling symphony of flavor.",US,1,25,0.9682819383259912,1099,36,798.0,42.0,32.0,84.0
Pizza Toastie,"For a lazy night in, try this quick and delicious pizza toastie stuffed with cheese and pepperoni.",GB,1,15,0.9265988372093024,1275,101,905.0,34.0,81.0,7.0
Guacamole,"This guacamole recipe is loaded with fresh ingredients like avocados, lime juice, and jalapeño. It’s a quick and easy staple that packs a flavorful punch.",US,4,15,0.9658573596358119,1273,45,256.0,3.0,22.0,14.0
Pizza Bagels,"10 minutes to homemade pizza bagels! Ours are bigger (and better!) than the store-bought kind. Keep it classic with pizza sauce, mozzarella, and pepperoni, or swap in your favorite sauce and topping combo.",US,2,10,0.9520905923344948,1093,55,441.0,20.0,16.0,51.0
Crunchy Avocado Tuna Wraps,"These light and refreshing wraps are filled with a blend of tuna, avocado, and crunchy veggies, then wrapped in lettuce leaves for a healthy lunch or snack.",US,4,15,0.9204368174726989,1180,102,382.0,26.0,14.0,37.0
One-Pot Hot Dog Pasta,This one-pot hot dog pasta is the ultimate comfort food that's quick and easy to make. The addition of hot dogs gives it a playful twist that both kids and adults will enjoy.,US,4,30,0.9454713493530499,1023,59,589.0,17.0,49.0,24.0
French Omelette,"The French Omelette is a classic breakfast dish that is light, fluffy, and filled with delicious ingredients. Made with eggs, cheese, and herbs, this omelette is perfect for a fancy breakfast or brunch.",ZZ,1,10,0.9235668789808917,1160,96,323.0,19.0,26.0,1.0
Three Bean Salad,This easy and colorful three-bean salad is perfect for summer picnics or potlucks. The combination of creamy kidney beans and nutty chickpeas in a tangy dressing is a crowd-pleaser.,US,5,15,0.9705069124423963,1053,32,325.0,20.0,6.0,54.0
Sausage French Toast Roll-Ups,"Wake up to a delightful twist on a classic breakfast with these Sausage French Toast Roll-Ups! Savor the perfect combination of savory sausage and sweet French toast, all rolled up into one scrumptious bite.",US,3,25,0.9395910780669146,1011,65,569.0,34.0,43.0,9.0
PB&J Overnight Oats,"Upgrade your breakfast game with these scrumptious PB&J Overnight Oats! This no-cook, make-ahead recipe is perfect for busy mornings and combines the classic flavors of peanut butter and jelly in a nutritious and satisfying way. ",US,2,10,0.9172932330827067,1220,110,553.0,20.0,21.0,71.0
Blueberry Mug Muffin,"Looking for a quick and delicious breakfast? Try this Blueberry Mug Muffin! In just a few minutes, you can have a warm, fluffy muffin bursting with juicy blueberries. Perfect for those busy mornings when you're on the go!",US,1,9,0.8981549815498155,1217,138,525.0,7.0,25.0,66.0
Mixed Berry Smoothie Meal Prep,"Bursting with the sweet and tangy flavors of mixed berries, this smoothie is a nutritious and delicious way to start your day. Perfect for meal prep, this smoothie can be made in advance for a quick and easy breakfast.",ZZ,2,10,0.9362084456424079,1042,71,307.0,17.0,4.0,51.0
Classic Party Guacamole,"A classic guacamole recipe with creamy avocado, zesty lime, and fresh cilantro, perfect for any party or gathering. It's a crowd-pleaser that will have everyone reaching for more.",US,8,15,0.9648562300319489,1208,44,69.0,0.0,5.0,5.0
Popcorn Shrimp,"These popcorn shrimp are a crispy and delicious seafood snack that's perfect for any occasion. They're coated in a crispy cornmeal batter and served with a tangy cocktail sauce, making for a perfect party appetizer.",ZZ,3,25,0.9559808612440192,999,46,367.0,38.0,5.0,38.0
Breakfast Egg Cups,"Start your morning off on the right foot with these breakfast egg cups. With a protein-packed filling of eggs, turkey bacon, veggies, and cheese, they're like a healthy breakfast muffin that will keep you full all morning.",US,12,30,0.961576354679803,976,39,140.0,11.0,9.0,1.0
Bacon Avocado Caesar Salad,"This twist on a classic Caesar salad adds a smoky twist with crispy bacon and creamy avocado. Tossed with crisp romaine lettuce and a tangy Caesar dressing, this salad is a satisfying and flavorful meal.",ZZ,2,25,0.9690048939641109,1188,38,403.0,7.0,35.0,16.0
White Rice,"Getting fluffy, fully-cooked white rice without burning the bottom isn’t hard, but there are a few steps to make the process a little easier. You’ll always want to rinse white rice in a sieve until the water is clear to remove excess starch that can make the rice gummy and unevenly cooked. You should also let the rice steam for five minutes before you fluff with a fork, so that the rice doesn’t dry out or get clumpy. Enjoy your now-perfect rice!",US,4,28,0.9543245869776482,982,47,211.0,5.0,0.0,45.0
Chocolate Peanut Butter Pancakes,"Whip up a stack of these scrumptious Chocolate Peanut Butter Pancakes for a breakfast that'll make your taste buds dance! With a heavenly blend of chocolate and peanut butter, these fluffy flapjacks are perfect for a cozy morning treat.",ZZ,4,25,0.9310679611650485,959,71,290.0,10.0,13.0,43.0
Mini Cinnamon Roll Bites,"Bite-sized bliss awaits with these Mini Cinnamon Roll Bites! Perfect for a cozy morning treat, these scrumptious morsels will have you swooning over their warm, gooey cinnamon goodness.",US,12,25,0.8870523415977961,966,123,92.0,0.0,3.0,15.0
Spice-Rubbed Shrimp Tacos,"Experience a fiesta of flavors with these Spice-Rubbed Shrimp Tacos that'll make your taste buds dance! This easy-to-make recipe combines succulent shrimp, zesty spices, and fresh toppings for a mouthwatering meal that's perfect for Taco Tuesday or any night of the week.",US,8,0,0.9217391304347826,954,81,233.0,15.0,7.0,25.0
Chili Lime Steak Tacos,"Juicy, marinated steak is grilled to perfection and topped with a zesty chili lime sauce for a taco that packs a flavorful punch",ZZ,4,30,0.9500998003992016,952,50,184.0,12.0,13.0,5.0
Penne Alla Vodka,"Creamy, indulgent, and comforting, this pasta dish is perfect for a cozy night in. Penne pasta is cooked al dente and tossed with a rich and creamy tomato-vodka sauce.",US,2,20,0.9601196410767697,963,40,547.0,10.0,24.0,45.0
Tortilla Bowl Southwestern Salad,"A crispy tortilla bowl is filled with a colorful blend of greens, beans, corn, and avocado, then topped with a zesty lime dressing and a sprinkle of cheese for a filling and flavorful salad.",US,4,30,0.9658976930792377,963,34,402.0,8.0,22.0,45.0
Black Bean & Corn Burgers,"Bite into these scrumptious Black Bean Corn Burgers for a flavor fiesta in your mouth! Packed with protein and veggies, these patties are perfect for a guilt-free, meatless meal that'll leave you craving more.",US,4,25,0.965183752417795,998,36,553.0,25.0,13.0,82.0
Banana Chocolate Chip Breakfast Muffins,A breakfast recipe that uses ripe bananas and chocolate chips to make moist and flavorful muffins that are perfect for a quick breakfast or snack.,US,12,30,0.7307392996108949,939,346,200.0,7.0,4.0,35.0
Creamy Spinach-Stuffed Mushrooms,"These mushrooms are packed with a creamy spinach filling that's perfect for an appetizer or side dish. With just a few simple ingredients, they're easy to make and delicious to eat.",US,5,30,0.9733990147783251,988,27,226.0,7.0,17.0,12.0
Dalgona Coffee,"This trendy coffee drink features a whipped mixture of instant coffee, sugar, and milk, for a creamy and frothy caffeinated treat.",US,1,10,0.9114533205004812,947,92,132.0,1.0,0.0,28.0
Homemade Broccoli Cheese Soup,"This comforting, classic soup is made with fresh broccoli, sharp cheddar cheese, and a touch of cream for a velvety texture that will warm you up from the inside out.",ZZ,4,20,0.7983630952380952,1073,271,1078.0,58.0,67.0,61.0
Chocolate Chip Muffin Mug,"Whip up a delightful Chocolate Chip Muffin Mug in just minutes! This scrumptious, single-serving treat is perfect for satisfying your sweet tooth without the hassle of baking a whole batch.",ZZ,1,7,0.8181818181818182,1134,252,428.0,12.0,16.0,67.0
Pico De Gallo,"Dive into the vibrant flavors of this Pico de Gallo, a fresh and zesty salsa that'll make your taste buds dance! Perfect for dipping or topping your favorite dishes, this easy-to-make recipe is a must-try for any Mexican food lover.",US,2,10,0.985153764581124,929,14,27.0,0.0,0.0,6.0
Seared Scallops,Perfectly seared scallops are served on a bed of creamy risotto and garnished with fresh herbs and a squeeze of lemon for a simple yet elegant dinner.,US,4,17,0.964021164021164,911,34,187.0,23.0,7.0,6.0
Strawberry Cream Cheese French Toast Roll-up,"Bite into a delightful twist on a classic breakfast dish with these Strawberry Cream Cheese French Toast Roll-ups! Each roll-up is packed with sweet strawberries and luscious cream cheese, making your mornings irresistibly scrumptious.",US,3,25,0.9317160826594789,1037,76,114.0,7.0,5.0,7.0
Spicy Southwestern-Style Turkey Burgers,"Fire up your taste buds with these Spicy Southwestern-Style Turkey Burgers! Packed with bold flavors and a kick of heat, these juicy patties will make your next cookout a fiesta to remember.",ZZ,4,23,0.9688679245283018,1027,33,447.0,20.0,38.0,4.0
Strawberry Banana Pancake Skewers,"Breakfast just got a whole lot more fun with these delightful pancake skewers! Fresh strawberries, sweet bananas, and mini pancakes are skewered together for a playful and tasty twist on a classic breakfast. It's a great way to start your day with a smile!",US,4,30,0.9355400696864111,1074,74,229.0,7.0,6.0,36.0
One-Pot Cheesy Lemon Chicken Pasta,"Whip up a zesty, cheesy delight with this One-Pot Cheesy Lemon Chicken Pasta! It's a perfect weeknight meal that'll have your taste buds dancing and your kitchen clean-up a breeze.",US,5,0,0.9466382070437567,887,50,433.0,41.0,18.0,28.0
Cookies ‘n’ Cream Cake Mix Cookies,"Whip up a batch of these scrumptious Cookies 'n Cream Cake Mix Cookies for a delightful twist on a classic favorite. With a heavenly blend of cake mix and Oreo cookies, your taste buds will be dancing with joy!",US,12,22,0.94129763130793,914,57,182.0,2.0,6.0,30.0
Pizza From Scratch In 20 Minutes Or Less,,ZZ,1,20,0.9176688251618872,992,89,671.0,27.0,24.0,82.0
3-Ingredient Chili-glazed Salmon,"Savor the simplicity of this 3-Ingredient Chili Glazed Salmon that packs a flavorful punch. With just a touch of sweet and spicy, this dish will have your taste buds dancing and begging for more.",US,3,25,0.952565343659245,984,49,109.0,7.0,4.0,7.0
Apple Ring Pancakes,"These apple ring pancakes are a fun and delicious twist on a classic breakfast dish. Made with sliced apples and a fluffy pancake batter, they are a sweet and satisfying breakfast option.",US,3,30,0.8737777777777778,983,142,337.0,9.0,11.0,48.0
Healthy Peanut Butter Chocolate Chip Pancakes,"These pancakes are the perfect combination of sweet and savory, with the rich flavors of peanut butter and chocolate chips. Made with whole wheat flour and no added sugar, they're a healthy breakfast option.",ZZ,4,30,0.8836363636363637,972,128,248.0,8.0,9.0,38.0
Muffin Tin Customizable Veggie Egg Cups,"These muffin tin egg cups are the perfect way to start your day. They're easy to make, and you can customize them with your favorite veggies and cheese!",ZZ,6,30,0.9560315670800451,848,39,61.0,5.0,4.0,0.0
Ramen Carbonara,"Ramen carbonara is a delicious fusion of Italian and Japanese cuisine. This dish features ramen noodles tossed in a creamy egg and cheese sauce, with bacon and black pepper for added flavor.",US,1,25,0.8738828202581926,880,127,1048.0,55.0,66.0,55.0
Breakfast Waffle: The Expert Brunch-er,"The crispy waffle base is topped with a medley of sweet and tart mixed berries, a generous swirl of whipped cream, and a drizzle of pure maple syrup. The finishing touch of rainbow sprinkles adds a fun and colorful twist to this sophisticated breakfast. With every bite, you'll experience a delightful balance of flavors and textures.",US,4,0,0.95,38,2,1106.0,26.0,40.0,162.0
Sun-Dried Tomato & Spinach Tuna Pasta,"Bursting with flavor, this Sun-Dried Tomato Spinach Tuna Pasta is a delightful twist on a classic dish. With a medley of sun-dried tomatoes, spinach, and tuna, this pasta dish is sure to become a weeknight favorite!",US,2,15,0.9069264069264069,838,86,673.0,57.0,16.0,77.0
Cookies & Cream-stuffed Cookies,"Two cookies are better than one, especially when they're stuffed with a creamy, dreamy filling made from crushed chocolate cookies. Bake them until they're just golden brown for a soft and chewy texture that melts in your mouth.",US,8,24,0.9149171270718232,828,77,266.0,2.0,12.0,36.0
Coleslaw,"Craving a classic side dish? Whip up this delightful Coleslaw that's both creamy and tangy, perfect for your next BBQ or picnic. It's a breeze to make and will have everyone coming back for seconds!",US,6,15,0.9638273045507585,826,31,231.0,3.0,17.0,16.0
One-Pot Cheesy Taco Pasta,"Whip up a fiesta in your kitchen with this One-Pot Cheesy Taco Pasta! This mouthwatering dish combines your favorite taco flavors with the comfort of pasta, all in one easy-to-make pot.",US,10,30,0.9601769911504425,868,36,328.0,21.0,13.0,28.0
Banana Peanut Butter French Toast Roll-up,"Go bananas for this scrumptious Banana Peanut Butter French Toast Roll-Up! It's a fun twist on a classic breakfast dish, perfect for a weekend brunch or a special treat.",US,3,25,0.9416745061147695,1001,62,114.0,7.0,5.0,7.0
Buffalo Chickpea Wraps,"Spice up your lunch game with these zesty Buffalo Chickpea Wraps! Packed with flavor and a kick of heat, they're perfect for a satisfying, plant-based meal.",US,2,15,0.9625292740046838,822,32,599.0,25.0,16.0,88.0
Quick 30-Minute Chicken Pho,"Authentic Vietnamese pho is amazing but you don't always have the time to make the real thing. When you are in a pinch try this quick 30-minute chicken ""pho"". Make sure to add your favorite toppings like bean sprouts, jalapenos, thai basil, and don't forget a squeeze of fresh lime.",US,4,30,0.928164196123147,814,63,695.0,56.0,12.0,106.0
Chocolate Peanut Butter Cookie Smoothie,"This chocolate peanut butter cookie smoothie is the perfect way to indulge your sweet tooth. Packed with flavor, this creamy blend of chocolate, peanut butter, banana, and milk of your choosing is like having dessert for breakfast.",US,1,5,0.87511071744907,988,141,654.0,22.0,28.0,87.0
Steak and Avocado Salad,"Savor the irresistible harmony of tender, juicy steak and creamy avocado as they unite in a mouthwatering salad symphony. Each vibrant bite will have you dreaming of sun-soaked picnics and al fresco feasts.",ZZ,4,29,0.9693181818181819,853,27,506.0,30.0,38.0,11.0
Blueberry French Toast In A Mug,"For a sweet and delicious breakfast treat, this blueberry French toast mug is perfect for busy mornings. It's the ideal meal for satisfying your sweet tooth!",ZZ,1,7,0.7219626168224299,927,357,110.0,7.0,6.0,4.0
Cookie Dough Boxed Brownies,"These gooey and rich brownies are elevated to another level with the addition of cookie dough. The soft, chewy texture of the cookie dough pairs perfectly with the dense chocolatey goodness of the brownies.",ZZ,9,25,0.8962053571428571,803,93,687.0,7.0,35.0,92.0
Banana Bread Recipe,"An easy-to-make and satisfying treat, this banana bread recipe combines ripe bananas with simple ingredients like flour and sugar to create a deliciously moist and sweet loaf.",US,1,12,0.8521256931608133,922,160,468.0,11.0,9.0,86.0
Easy 3-Ingredient Chocolate Mousse,Make this easy chocolate dessert with a cool hack! Perfect for Valentine’s Day or anytime you have a craving for chocolate.,US,4,0,0.8759057971014492,967,137,355.0,4.0,16.0,55.0
Avocado Chickpea Salad with Chili Lime Dressing,"Say hello to this vibrant Avocado Chickpea Salad, a refreshing and nutritious twist on a classic dish. Packed with creamy avocado and protein-rich chickpeas, it's the perfect meal to keep you feeling full and satisfied!",US,4,15,0.9668449197860962,904,31,465.0,20.0,13.0,71.0
Dark Chocolate Peanut Butter Banana Protein Smoothie,"Satisfy your sweet tooth and fuel your body with this dark chocolate peanut butter banana protein smoothie, made with cocoa powder, peanut butter, and frozen banana. It's the perfect breakfast or post-workout snack.",ZZ,2,5,0.9526558891454965,825,41,373.0,40.0,7.0,43.0
Peanut Butter S’mores Dip Easy Dessert,"This peanut butter s'mores dip is a fun and easy dessert that's perfect for sharing. Simply melt together chocolate, peanut butter, and marshmallow fluff for a gooey and delicious dip that's perfect with graham crackers or fruit.",US,6,30,0.8905742145178764,822,101,667.0,9.0,24.0,109.0
Creamy Gourmet Hot Chocolate,"This hot chocolate recipe is the definition of decadence! Made with rich chocolate and topped with whipped cream, it's like a hug in a mug. It's the perfect treat to warm you up on a chilly night.",US,4,25,0.8986486486486487,931,105,424.0,4.0,31.0,41.0
5-Ingredient Cauliflower Mac ‘N’ Cheese,"Say hello to a guilt-free comfort food classic with this 5-Ingredient Cauliflower Mac 'n' Cheese! It's a scrumptious, low-carb twist on your favorite cheesy dish that'll have you coming back for seconds.",ZZ,2,20,0.8734321550741163,766,111,399.0,23.0,23.0,29.0
Southwestern Salad With Avocado Dressing,"This southwestern salad with avocado dressing is a fresh and flavorful meal that's perfect for hot summer days. Packed with colorful veggies, protein-rich beans, and a creamy avocado dressing, it's a delicious and healthy option.",US,5,15,0.9625468164794008,771,30,334.0,14.0,15.0,39.0
Chickpea And Black Bean Salad,"A healthy and satisfying salad made with protein-packed chickpeas and black beans, mixed with fresh veggies and a zesty dressing.",US,4,15,0.9672544080604534,768,26,407.0,20.0,10.0,59.0
French-style Lemon Tart,"This French-style lemon tart is a light and refreshing dessert that's perfect for any occasion. With a buttery crust and a tangy lemon filling, it's a delicious way to end any meal.",GB,4,26,0.9454329774614472,797,46,709.0,14.0,47.0,56.0
Avocado Chicken Salad,"A delicious and healthy salad made with tender chicken and creamy avocado, mixed with fresh greens and veggies.",US,4,15,0.9602564102564103,749,31,241.0,23.0,12.0,5.0
Shredded Chicken Tacos,"These tacos are a crowd-pleaser! Tender shredded chicken is seasoned with a blend of spices, then served on warm tortillas and topped with fresh salsa, avocado, and a squeeze of lime. Perfect for a quick and easy weeknight meal.",US,4,23,0.9641943734015346,754,28,222.0,36.0,4.0,8.0
Whole Wheat Pasta With Lemon Kale Chicken,Looking for a healthy and delicious pasta dish? Try this Whole Wheat Pasta with Lemon Kale Chicken recipe! The pasta is mixed with flavorful lemon and garlic sautéed kale and tender chicken making it a satisfying and savory dinner.,ZZ,2,25,0.9353293413173652,781,54,513.0,36.0,14.0,61.0
Sheet-Pan Jambalaya,"This sheet pan jambalaya is packed with bold Cajun flavors and loaded with sausage, shrimp, and chicken. Roasted to perfection with bell peppers and onions, it's a one-pan meal that's perfect for busy weeknights.",US,4,29,0.969248291571754,851,27,1033.0,52.0,11.0,182.0
BBQ Popcorn Chicken,"This finger-lickin' good snack is a party in your mouth. Tender and juicy chicken bites are coated in BBQ sauce potato chips, then coated in crushed BBQ potato chips. Perfect for a quick and easy appetizer or a satisfying snack on the go.",ZZ,5,27,0.8651252408477842,898,140,467.0,21.0,19.0,50.0
Cinnamon Bun French Toast,"Swoon over the sweet, swirled embrace of cinnamon bun French toast, where the allure of cinnamon and sugar meets the custard-soaked tenderness of a breakfast classic. Each heavenly bite will have you floating on a cloud of morning bliss.",US,2,16,0.8609779482262704,898,145,661.0,21.0,47.0,34.0
